"stance_label","stance_confidence","comment_id","error"
"Neutral/Unclear",0.9,"climate_comment_116700",NA
"Neutral/Unclear",0.85,"climate_comment_134125",NA
"Neutral/Unclear",0.85,"climate_comment_116636",NA
"Neutral/Unclear",0.9,"climate_comment_116635",NA
"Neutral/Unclear",0.9,"climate_comment_111296",NA
"Neutral/Unclear",0.95,"climate_comment_134423",NA
"Neutral/Unclear",0.85,"climate_comment_116692",NA
"Neutral/Unclear",0.85,"climate_comment_133979",NA
"Neutral/Unclear",0.95,"climate_comment_134112",NA
"Neutral/Unclear",0.9,"climate_comment_116691",NA
"Neutral/Unclear",0.85,"climate_comment_134216",NA
"Climate Believer",0.85,"climate_comment_134453",NA
"Neutral/Unclear",0.95,"climate_comment_133848",NA
"Neutral/Unclear",0.9,"climate_comment_116695",NA
"Neutral/Unclear",0.75,"climate_comment_116648",NA
"Neutral/Unclear",0.9,"climate_comment_116788",NA
"Neutral/Unclear",0.85,"climate_comment_133715",NA
"Neutral/Unclear",0.85,"climate_comment_133746",NA
"Neutral/Unclear",0.85,"climate_comment_116585",NA
"Neutral/Unclear",0.9,"climate_comment_047395",NA
"Neutral/Unclear",0.9,"climate_comment_133546",NA
"Neutral/Unclear",0.9,"climate_comment_116786",NA
"Neutral/Unclear",0.95,"climate_comment_133859",NA
"Neutral/Unclear",0.95,"climate_comment_133512",NA
"Neutral/Unclear",0.9,"climate_comment_133620",NA
"Neutral/Unclear",0.85,"climate_comment_133493",NA
"Neutral/Unclear",0.85,"climate_comment_133501",NA
"Climate Believer",0.85,"climate_comment_133778",NA
"Neutral/Unclear",0.85,"climate_comment_116770",NA
"Neutral/Unclear",0.85,"climate_comment_133852",NA
"Neutral/Unclear",0.9,"climate_comment_116790",NA
"Neutral/Unclear",0.85,"climate_comment_116767",NA
"Neutral/Unclear",0.85,"climate_comment_116795",NA
"Neutral/Unclear",0.85,"climate_comment_133448",NA
"Neutral/Unclear",0.85,"climate_comment_133463",NA
"Neutral/Unclear",0.9,"climate_comment_116778",NA
"Neutral/Unclear",0.85,"climate_comment_133827",NA
"Neutral/Unclear",0.85,"climate_comment_133439",NA
"Neutral/Unclear",0.95,"climate_comment_133422",NA
"Neutral/Unclear",0.9,"climate_comment_116781",NA
"Neutral/Unclear",0.9,"climate_comment_116775",NA
"Neutral/Unclear",0.85,"climate_comment_133083",NA
"Climate Believer",0.85,"climate_comment_132841",NA
"Climate Believer",0.85,"climate_comment_133330",NA
"Neutral/Unclear",0.85,"climate_comment_047409",NA
"Neutral/Unclear",0.9,"climate_comment_116772",NA
"Neutral/Unclear",0.85,"climate_comment_116813",NA
"Neutral/Unclear",0.9,"climate_comment_133277",NA
"Neutral/Unclear",0.95,"climate_comment_116783",NA
"Neutral/Unclear",0.85,"climate_comment_116774",NA
"Climate Believer",0.85,"climate_comment_132667",NA
"Climate Believer",0.85,"climate_comment_132617",NA
"Climate Skeptic",0.85,"climate_comment_116819",NA
"Climate Believer",0.85,"climate_comment_133074",NA
"Neutral/Unclear",0.95,"climate_comment_132682",NA
"Neutral/Unclear",0.85,"climate_comment_132625",NA
"Climate Believer",0.85,"climate_comment_132579",NA
"Neutral/Unclear",0.85,"climate_comment_116818",NA
"Neutral/Unclear",0.9,"climate_comment_116816",NA
"Neutral/Unclear",0.9,"climate_comment_116825",NA
"Neutral/Unclear",0.85,"climate_comment_132406",NA
"Neutral/Unclear",0.9,"climate_comment_116797",NA
"Neutral/Unclear",0.85,"climate_comment_132555",NA
"Neutral/Unclear",0.9,"climate_comment_116799",NA
"Neutral/Unclear",0.85,"climate_comment_116796",NA
"Neutral/Unclear",0.85,"climate_comment_281201",NA
"Neutral/Unclear",0.9,"climate_comment_116801",NA
"Neutral/Unclear",0.85,"climate_comment_281150",NA
"Neutral/Unclear",0.85,"climate_comment_132568",NA
"Climate Believer",0.85,"climate_comment_132316",NA
"Neutral/Unclear",0.85,"climate_comment_132294",NA
"Neutral/Unclear",0.9,"climate_comment_116800",NA
"Climate Skeptic",0.85,"climate_comment_132204",NA
"Neutral/Unclear",0.9,"climate_comment_131852",NA
"Climate Believer",0.85,"climate_comment_131697",NA
"Neutral/Unclear",0.85,"climate_comment_047410",NA
"Neutral/Unclear",0.75,"climate_comment_131752",NA
"Neutral/Unclear",0.85,"climate_comment_131706",NA
"Neutral/Unclear",0.85,"climate_comment_131679",NA
"Neutral/Unclear",0.9,"climate_comment_132164",NA
"Neutral/Unclear",0.85,"climate_comment_131745",NA
"Climate Believer",0.85,"climate_comment_131743",NA
"Neutral/Unclear",0.75,"climate_comment_132186",NA
"Climate Believer",0.85,"climate_comment_131669",NA
"Neutral/Unclear",0.9,"climate_comment_133582",NA
"Neutral/Unclear",0.95,"climate_comment_131905",NA
"Neutral/Unclear",0.85,"climate_comment_129876",NA
"Neutral/Unclear",0.85,"climate_comment_129889",NA
"Neutral/Unclear",0.85,"climate_comment_131839",NA
"Neutral/Unclear",0.95,"climate_comment_129852",NA
"Neutral/Unclear",0.95,"climate_comment_132061",NA
"Neutral/Unclear",0.85,"climate_comment_129883",NA
"Neutral/Unclear",0.85,"climate_comment_129851",NA
"Neutral/Unclear",0.85,"climate_comment_129886",NA
"Neutral/Unclear",0.9,"climate_comment_129849",NA
"Neutral/Unclear",0.95,"climate_comment_129858",NA
"Neutral/Unclear",0.75,"climate_comment_129912",NA
"Neutral/Unclear",0.9,"climate_comment_129864",NA
"Neutral/Unclear",0.85,"climate_comment_129870",NA
"Climate Believer",0.85,"climate_comment_129776",NA
"Neutral/Unclear",0.95,"climate_comment_129867",NA
"Neutral/Unclear",0.85,"climate_comment_129860",NA
"Neutral/Unclear",0.85,"climate_comment_047412",NA
"Neutral/Unclear",0.85,"climate_comment_129872",NA
"Neutral/Unclear",0.85,"climate_comment_129907",NA
"Climate Believer",0.85,"climate_comment_129950",NA
"Neutral/Unclear",0.85,"climate_comment_129773",NA
"Neutral/Unclear",0.75,"climate_comment_129770",NA
"Climate Believer",0.85,"climate_comment_129869",NA
"Neutral/Unclear",0.9,"climate_comment_129821",NA
"Neutral/Unclear",0.85,"climate_comment_129809",NA
"Climate Believer",0.85,"climate_comment_129807",NA
"Neutral/Unclear",0.85,"climate_comment_129812",NA
"Neutral/Unclear",0.85,"climate_comment_131559",NA
"Neutral/Unclear",0.9,"climate_comment_129780",NA
"Neutral/Unclear",0.85,"climate_comment_129774",NA
"Neutral/Unclear",0.85,"climate_comment_129761",NA
"Neutral/Unclear",0.9,"climate_comment_129831",NA
"Climate Believer",0.85,"climate_comment_129841",NA
"Climate Believer",0.85,"climate_comment_131543",NA
"Neutral/Unclear",0.85,"climate_comment_129751",NA
"Neutral/Unclear",0.85,"climate_comment_129830",NA
"Neutral/Unclear",0.95,"climate_comment_129825",NA
"Neutral/Unclear",0.95,"climate_comment_131550",NA
"Neutral/Unclear",0.85,"climate_comment_131548",NA
"Neutral/Unclear",0.85,"climate_comment_131545",NA
"Neutral/Unclear",0.85,"climate_comment_129823",NA
"Neutral/Unclear",0.9,"climate_comment_131571",NA
"Neutral/Unclear",0.85,"climate_comment_131561",NA
"Neutral/Unclear",0.85,"climate_comment_131566",NA
"Climate Skeptic",0.85,"climate_comment_131557",NA
"Neutral/Unclear",0.85,"climate_comment_131554",NA
"Neutral/Unclear",0.75,"climate_comment_131553",NA
"Climate Believer",0.85,"climate_comment_131627",NA
"Climate Believer",0.75,"climate_comment_131537",NA
"Climate Believer",0.9,"climate_comment_131619",NA
"Neutral/Unclear",0.85,"climate_comment_129811",NA
"Neutral/Unclear",0.85,"climate_comment_131585",NA
"Neutral/Unclear",0.85,"climate_comment_131630",NA
"Neutral/Unclear",0.85,"climate_comment_131465",NA
"Neutral/Unclear",0.85,"climate_comment_131623",NA
"Neutral/Unclear",0.85,"climate_comment_131602",NA
"Neutral/Unclear",0.85,"climate_comment_131639",NA
"Climate Believer",0.85,"climate_comment_131592",NA
"Neutral/Unclear",0.85,"climate_comment_131579",NA
"Climate Believer",0.85,"climate_comment_131590",NA
"Neutral/Unclear",0.85,"climate_comment_131598",NA
"Neutral/Unclear",0.85,"climate_comment_130909",NA
"Neutral/Unclear",0.95,"climate_comment_131107",NA
"Neutral/Unclear",0.85,"climate_comment_131577",NA
"Neutral/Unclear",0.85,"climate_comment_131604",NA
"Neutral/Unclear",0.95,"climate_comment_129964",NA
"Neutral/Unclear",0.95,"climate_comment_129973",NA
"Neutral/Unclear",0.85,"climate_comment_131184",NA
"Neutral/Unclear",0.75,"climate_comment_131608",NA
"Climate Believer",0.75,"climate_comment_131181",NA
"Neutral/Unclear",0.85,"climate_comment_131603",NA
"Neutral/Unclear",0.9,"climate_comment_131596",NA
"Neutral/Unclear",0.9,"climate_comment_131402",NA
"Neutral/Unclear",0.85,"climate_comment_131403",NA
"Neutral/Unclear",0.95,"climate_comment_131464",NA
"Neutral/Unclear",0.85,"climate_comment_129996",NA
"Neutral/Unclear",0.95,"climate_comment_130335",NA
"Neutral/Unclear",0.75,"climate_comment_131657",NA
"Neutral/Unclear",0.95,"climate_comment_131384",NA
"Climate Skeptic",0.85,"climate_comment_130182",NA
"Climate Believer",0.85,"climate_comment_131345",NA
"Neutral/Unclear",0.85,"climate_comment_131438",NA
"Neutral/Unclear",0.95,"climate_comment_131377",NA
"Neutral/Unclear",0.85,"climate_comment_131310",NA
"Neutral/Unclear",0.95,"climate_comment_130119",NA
"Neutral/Unclear",0.85,"climate_comment_131344",NA
"Neutral/Unclear",0.95,"climate_comment_130054",NA
"Neutral/Unclear",0.85,"climate_comment_130898",NA
"Neutral/Unclear",0.85,"climate_comment_131741",NA
"Neutral/Unclear",0.85,"climate_comment_131026",NA
"Neutral/Unclear",0.75,"climate_comment_133484",NA
"Neutral/Unclear",0.85,"climate_comment_134179",NA
"Neutral/Unclear",0.85,"climate_comment_131388",NA
"Neutral/Unclear",0.85,"climate_comment_130044",NA
"Neutral/Unclear",0.85,"climate_comment_133410",NA
"Neutral/Unclear",0.85,"climate_comment_133846",NA
"Neutral/Unclear",0.85,"climate_comment_131605",NA
"Neutral/Unclear",0.85,"climate_comment_131304",NA
"Neutral/Unclear",0.9,"climate_comment_131291",NA
"Neutral/Unclear",0.9,"climate_comment_130028",NA
"Neutral/Unclear",0.85,"climate_comment_131295",NA
"Neutral/Unclear",0.85,"climate_comment_131330",NA
"Neutral/Unclear",0.85,"climate_comment_131370",NA
"Neutral/Unclear",0.85,"climate_comment_131629",NA
"Neutral/Unclear",0.9,"climate_comment_131256",NA
"Neutral/Unclear",0.85,"climate_comment_131285",NA
"Neutral/Unclear",0.9,"climate_comment_131282",NA
"Climate Skeptic",0.85,"climate_comment_131220",NA
"Neutral/Unclear",0.85,"climate_comment_131293",NA
"Neutral/Unclear",0.85,"climate_comment_131201",NA
"Climate Skeptic",0.85,"climate_comment_131166",NA
"Climate Skeptic",0.85,"climate_comment_131230",NA
"Neutral/Unclear",0.9,"climate_comment_131267",NA
"Climate Skeptic",0.85,"climate_comment_131208",NA
"Neutral/Unclear",0.85,"climate_comment_131259",NA
"Neutral/Unclear",0.85,"climate_comment_131172",NA
"Neutral/Unclear",0.9,"climate_comment_131249",NA
"Neutral/Unclear",0.9,"climate_comment_131213",NA
"Neutral/Unclear",0.85,"climate_comment_131174",NA
"Neutral/Unclear",0.85,"climate_comment_131185",NA
"Neutral/Unclear",0.9,"climate_comment_131223",NA
"Neutral/Unclear",0.9,"climate_comment_131152",NA
"Neutral/Unclear",0.9,"climate_comment_131178",NA
"Neutral/Unclear",0.85,"climate_comment_131146",NA
"Climate Skeptic",0.85,"climate_comment_131148",NA
"Neutral/Unclear",0.85,"climate_comment_131157",NA
"Neutral/Unclear",0.85,"climate_comment_131102",NA
"Neutral/Unclear",0.85,"climate_comment_131140",NA
"Neutral/Unclear",0.85,"climate_comment_131125",NA
"Neutral/Unclear",0.85,"climate_comment_131126",NA
"Neutral/Unclear",0.9,"climate_comment_131135",NA
"Neutral/Unclear",0.85,"climate_comment_131109",NA
"Neutral/Unclear",0.85,"climate_comment_131164",NA
"Neutral/Unclear",0.85,"climate_comment_131100",NA
"Neutral/Unclear",0.85,"climate_comment_131108",NA
"Neutral/Unclear",0.85,"climate_comment_131112",NA
"Neutral/Unclear",0.9,"climate_comment_131097",NA
"Neutral/Unclear",0.85,"climate_comment_131067",NA
"Neutral/Unclear",0.85,"climate_comment_131090",NA
"Neutral/Unclear",0.85,"climate_comment_131059",NA
"Neutral/Unclear",0.85,"climate_comment_131088",NA
"Neutral/Unclear",0.85,"climate_comment_131062",NA
"Neutral/Unclear",0.9,"climate_comment_131064",NA
"Neutral/Unclear",0.85,"climate_comment_131056",NA
"Neutral/Unclear",0.95,"climate_comment_131094",NA
"Climate Skeptic",0.95,"climate_comment_131036",NA
"Neutral/Unclear",0.9,"climate_comment_131057",NA
"Climate Skeptic",0.85,"climate_comment_131078",NA
"Neutral/Unclear",0.85,"climate_comment_131058",NA
"Neutral/Unclear",0.85,"climate_comment_131037",NA
"Neutral/Unclear",0.85,"climate_comment_131040",NA
"Neutral/Unclear",0.85,"climate_comment_131035",NA
"Neutral/Unclear",0.85,"climate_comment_130921",NA
"Neutral/Unclear",0.85,"climate_comment_130729",NA
"Climate Believer",0.85,"climate_comment_131082",NA
"Neutral/Unclear",0.85,"climate_comment_130902",NA
"Neutral/Unclear",0.9,"climate_comment_131448",NA
"Neutral/Unclear",0.85,"climate_comment_130825",NA
"Climate Skeptic",0.85,"climate_comment_130903",NA
"Neutral/Unclear",0.85,"climate_comment_131045",NA
"Neutral/Unclear",0.85,"climate_comment_130824",NA
"Neutral/Unclear",0.85,"climate_comment_131071",NA
"Climate Believer",0.85,"climate_comment_130839",NA
"Neutral/Unclear",0.9,"climate_comment_130815",NA
"Neutral/Unclear",0.9,"climate_comment_130766",NA
"Neutral/Unclear",0.75,"climate_comment_130832",NA
"Neutral/Unclear",0.85,"climate_comment_130763",NA
"Neutral/Unclear",0.85,"climate_comment_130833",NA
"Neutral/Unclear",0.85,"climate_comment_130791",NA
"Neutral/Unclear",0.9,"climate_comment_130924",NA
"Neutral/Unclear",0.85,"climate_comment_130811",NA
"Neutral/Unclear",0.85,"climate_comment_130737",NA
"Neutral/Unclear",0.85,"climate_comment_130792",NA
"Neutral/Unclear",0.95,"climate_comment_130820",NA
"Neutral/Unclear",0.85,"climate_comment_130775",NA
"Neutral/Unclear",0.85,"climate_comment_130773",NA
"Neutral/Unclear",0.85,"climate_comment_130830",NA
"Neutral/Unclear",0.85,"climate_comment_130814",NA
"Neutral/Unclear",0.85,"climate_comment_130787",NA
"Neutral/Unclear",0.85,"climate_comment_130877",NA
"Climate Skeptic",0.85,"climate_comment_130805",NA
"Climate Skeptic",0.85,"climate_comment_130733",NA
"Neutral/Unclear",0.85,"climate_comment_130885",NA
"Neutral/Unclear",0.85,"climate_comment_130736",NA
"Neutral/Unclear",0.85,"climate_comment_130887",NA
"Neutral/Unclear",0.85,"climate_comment_130784",NA
"Climate Skeptic",0.85,"climate_comment_130841",NA
"Neutral/Unclear",0.85,"climate_comment_130866",NA
"Neutral/Unclear",0.85,"climate_comment_130855",NA
"Climate Skeptic",0.75,"climate_comment_130743",NA
"Climate Skeptic",0.85,"climate_comment_130995",NA
"Neutral/Unclear",0.85,"climate_comment_130865",NA
"Neutral/Unclear",0.75,"climate_comment_130741",NA
"Neutral/Unclear",0.85,"climate_comment_130847",NA
"Neutral/Unclear",0.9,"climate_comment_130984",NA
"Neutral/Unclear",0.85,"climate_comment_131004",NA
"Neutral/Unclear",0.85,"climate_comment_130897",NA
"Neutral/Unclear",0.85,"climate_comment_130987",NA
"Neutral/Unclear",0.85,"climate_comment_130857",NA
"Neutral/Unclear",0.85,"climate_comment_131021",NA
"Neutral/Unclear",0.85,"climate_comment_130756",NA
"Neutral/Unclear",0.9,"climate_comment_131007",NA
"Neutral/Unclear",0.95,"climate_comment_130991",NA
"Neutral/Unclear",0.85,"climate_comment_130985",NA
"Neutral/Unclear",0.85,"climate_comment_130846",NA
"Neutral/Unclear",0.75,"climate_comment_131024",NA
"Neutral/Unclear",0.95,"climate_comment_130950",NA
"Neutral/Unclear",0.85,"climate_comment_130952",NA
"Neutral/Unclear",0.85,"climate_comment_130963",NA
"Climate Skeptic",0.85,"climate_comment_130974",NA
"Neutral/Unclear",0.95,"climate_comment_130957",NA
"Neutral/Unclear",0.85,"climate_comment_130976",NA
"Climate Skeptic",0.85,"climate_comment_130986",NA
"Climate Believer",0.85,"climate_comment_130938",NA
"Neutral/Unclear",0.85,"climate_comment_131025",NA
"Neutral/Unclear",0.85,"climate_comment_130966",NA
"Neutral/Unclear",0.95,"climate_comment_130951",NA
"Neutral/Unclear",0.85,"climate_comment_130964",NA
"Neutral/Unclear",0.85,"climate_comment_131032",NA
"Neutral/Unclear",0.85,"climate_comment_130955",NA
"Neutral/Unclear",0.85,"climate_comment_130261",NA
"Climate Skeptic",0.85,"climate_comment_130967",NA
"Neutral/Unclear",0.85,"climate_comment_130248",NA
"Neutral/Unclear",0.85,"climate_comment_131027",NA
"Neutral/Unclear",0.75,"climate_comment_130972",NA
"Neutral/Unclear",0.9,"climate_comment_130271",NA
"Neutral/Unclear",0.85,"climate_comment_130282",NA
"Neutral/Unclear",0.9,"climate_comment_130276",NA
"Neutral/Unclear",0.9,"climate_comment_130274",NA
"Neutral/Unclear",0.85,"climate_comment_130216",NA
"Neutral/Unclear",0.85,"climate_comment_130204",NA
"Neutral/Unclear",0.85,"climate_comment_130270",NA
"Neutral/Unclear",0.85,"climate_comment_130214",NA
"Neutral/Unclear",0.9,"climate_comment_131017",NA
"Neutral/Unclear",0.85,"climate_comment_130240",NA
"Neutral/Unclear",0.85,"climate_comment_131028",NA
"Neutral/Unclear",0.85,"climate_comment_130232",NA
"Neutral/Unclear",0.85,"climate_comment_130243",NA
"Neutral/Unclear",0.9,"climate_comment_130334",NA
"Climate Skeptic",0.85,"climate_comment_130228",NA
"Neutral/Unclear",0.85,"climate_comment_130336",NA
"Neutral/Unclear",0.85,"climate_comment_130352",NA
"Neutral/Unclear",0.85,"climate_comment_130343",NA
"Neutral/Unclear",0.9,"climate_comment_130229",NA
"Neutral/Unclear",0.95,"climate_comment_130369",NA
"Neutral/Unclear",0.85,"climate_comment_130208",NA
"Climate Skeptic",0.85,"climate_comment_130337",NA
"Neutral/Unclear",0.85,"climate_comment_130364",NA
"Climate Skeptic",0.85,"climate_comment_130310",NA
"Neutral/Unclear",0.85,"climate_comment_130233",NA
"Climate Skeptic",0.85,"climate_comment_130363",NA
"Neutral/Unclear",0.85,"climate_comment_130375",NA
"Neutral/Unclear",0.85,"climate_comment_130254",NA
"Neutral/Unclear",0.85,"climate_comment_130305",NA
"Neutral/Unclear",0.85,"climate_comment_130372",NA
"Neutral/Unclear",0.9,"climate_comment_130295",NA
"Neutral/Unclear",0.85,"climate_comment_130313",NA
"Neutral/Unclear",0.9,"climate_comment_115252",NA
"Neutral/Unclear",0.85,"climate_comment_130299",NA
"Neutral/Unclear",0.9,"climate_comment_115250",NA
"Neutral/Unclear",0.9,"climate_comment_130326",NA
"Climate Skeptic",0.85,"climate_comment_130077",NA
"Climate Skeptic",0.85,"climate_comment_130079",NA
"Neutral/Unclear",0.85,"climate_comment_130078",NA
"Neutral/Unclear",0.9,"climate_comment_130090",NA
"Neutral/Unclear",0.85,"climate_comment_130070",NA
"Neutral/Unclear",0.85,"climate_comment_130101",NA
"Neutral/Unclear",0.85,"climate_comment_130071",NA
"Neutral/Unclear",0.95,"climate_comment_130103",NA
"Neutral/Unclear",0.85,"climate_comment_130100",NA
"Neutral/Unclear",0.9,"climate_comment_130319",NA
"Climate Skeptic",0.85,"climate_comment_130066",NA
"Neutral/Unclear",0.85,"climate_comment_130031",NA
"Neutral/Unclear",0.85,"climate_comment_130093",NA
"Neutral/Unclear",0.9,"climate_comment_130080",NA
"Neutral/Unclear",0.85,"climate_comment_130072",NA
"Neutral/Unclear",0.85,"climate_comment_130061",NA
"Neutral/Unclear",0.9,"climate_comment_130042",NA
"Climate Skeptic",0.85,"climate_comment_130194",NA
"Neutral/Unclear",0.9,"climate_comment_130040",NA
"Neutral/Unclear",0.85,"climate_comment_130059",NA
"Climate Skeptic",0.85,"climate_comment_130015",NA
"Neutral/Unclear",0.85,"climate_comment_130171",NA
"Neutral/Unclear",0.95,"climate_comment_130022",NA
"Neutral/Unclear",0.85,"climate_comment_130168",NA
"Neutral/Unclear",0.85,"climate_comment_130057",NA
"Neutral/Unclear",0.85,"climate_comment_130046",NA
"Neutral/Unclear",0.95,"climate_comment_130177",NA
"Neutral/Unclear",0.9,"climate_comment_130114",NA
"Climate Skeptic",0.85,"climate_comment_130153",NA
"Neutral/Unclear",0.95,"climate_comment_130196",NA
"Neutral/Unclear",0.85,"climate_comment_130179",NA
"Neutral/Unclear",0.95,"climate_comment_130115",NA
"Climate Skeptic",0.85,"climate_comment_130110",NA
"Neutral/Unclear",0.9,"climate_comment_130183",NA
"Neutral/Unclear",0.9,"climate_comment_130051",NA
"Climate Skeptic",0.85,"climate_comment_130146",NA
"Neutral/Unclear",0.9,"climate_comment_130151",NA
"Neutral/Unclear",0.9,"climate_comment_130607",NA
"Neutral/Unclear",0.9,"climate_comment_130108",NA
"Climate Skeptic",0.85,"climate_comment_130574",NA
"Neutral/Unclear",0.95,"climate_comment_130610",NA
"Neutral/Unclear",0.85,"climate_comment_130645",NA
"Neutral/Unclear",0.85,"climate_comment_130557",NA
"Neutral/Unclear",0.85,"climate_comment_130642",NA
"Neutral/Unclear",0.85,"climate_comment_130628",NA
"Neutral/Unclear",0.85,"climate_comment_130629",NA
"Neutral/Unclear",0.85,"climate_comment_130575",NA
"Neutral/Unclear",0.9,"climate_comment_130553",NA
"Neutral/Unclear",0.85,"climate_comment_130638",NA
"Neutral/Unclear",0.85,"climate_comment_130563",NA
"Neutral/Unclear",0.95,"climate_comment_130558",NA
"Neutral/Unclear",0.85,"climate_comment_130583",NA
"Neutral/Unclear",0.9,"climate_comment_130145",NA
"Neutral/Unclear",0.85,"climate_comment_130599",NA
"Neutral/Unclear",0.9,"climate_comment_130721",NA
"Neutral/Unclear",0.95,"climate_comment_130692",NA
"Neutral/Unclear",0.9,"climate_comment_130705",NA
"Climate Skeptic",0.85,"climate_comment_130585",NA
"Climate Skeptic",0.85,"climate_comment_130717",NA
"Neutral/Unclear",0.85,"climate_comment_130555",NA
"Neutral/Unclear",0.95,"climate_comment_130716",NA
"Neutral/Unclear",0.9,"climate_comment_130594",NA
"Neutral/Unclear",0.85,"climate_comment_130712",NA
"Neutral/Unclear",0.85,"climate_comment_130707",NA
"Climate Skeptic",0.95,"climate_comment_130653",NA
"Climate Skeptic",0.9,"climate_comment_130661",NA
"Neutral/Unclear",0.85,"climate_comment_130598",NA
"Climate Skeptic",0.85,"climate_comment_130665",NA
"Climate Skeptic",0.85,"climate_comment_130577",NA
"Neutral/Unclear",0.9,"climate_comment_130657",NA
"Neutral/Unclear",0.85,"climate_comment_130651",NA
"Neutral/Unclear",0.85,"climate_comment_130685",NA
"Neutral/Unclear",0.85,"climate_comment_130456",NA
"Neutral/Unclear",0.9,"climate_comment_130579",NA
"Neutral/Unclear",0.85,"climate_comment_130668",NA
"Neutral/Unclear",0.9,"climate_comment_130444",NA
"Neutral/Unclear",0.9,"climate_comment_130390",NA
"Climate Skeptic",0.85,"climate_comment_130659",NA
"Neutral/Unclear",0.95,"climate_comment_130421",NA
"Neutral/Unclear",0.85,"climate_comment_130391",NA
"Neutral/Unclear",0.85,"climate_comment_130460",NA
"Neutral/Unclear",0.85,"climate_comment_130655",NA
"Neutral/Unclear",0.75,"climate_comment_130679",NA
"Neutral/Unclear",0.85,"climate_comment_130389",NA
"Neutral/Unclear",0.85,"climate_comment_130377",NA
"Climate Skeptic",0.85,"climate_comment_130430",NA
"Neutral/Unclear",0.85,"climate_comment_130378",NA
"Neutral/Unclear",0.95,"climate_comment_130384",NA
"Neutral/Unclear",0.85,"climate_comment_130400",NA
"Neutral/Unclear",0.85,"climate_comment_130392",NA
"Neutral/Unclear",0.85,"climate_comment_130404",NA
"Neutral/Unclear",0.9,"climate_comment_130442",NA
"Neutral/Unclear",0.85,"climate_comment_130437",NA
"Neutral/Unclear",0.85,"climate_comment_130383",NA
"Neutral/Unclear",0.9,"climate_comment_130413",NA
"Neutral/Unclear",0.85,"climate_comment_130507",NA
"Neutral/Unclear",0.85,"climate_comment_130411",NA
"Neutral/Unclear",0.85,"climate_comment_130530",NA
"Neutral/Unclear",0.75,"climate_comment_130542",NA
"Climate Believer",0.85,"climate_comment_130480",NA
"Neutral/Unclear",0.85,"climate_comment_130505",NA
"Neutral/Unclear",0.9,"climate_comment_130517",NA
"Neutral/Unclear",0.85,"climate_comment_130510",NA
"Neutral/Unclear",0.9,"climate_comment_130538",NA
"Neutral/Unclear",0.75,"climate_comment_130464",NA
"Climate Skeptic",0.85,"climate_comment_130479",NA
"Neutral/Unclear",0.85,"climate_comment_130540",NA
"Neutral/Unclear",0.85,"climate_comment_130474",NA
"Neutral/Unclear",0.9,"climate_comment_131897",NA
"Neutral/Unclear",0.85,"climate_comment_131971",NA
"Neutral/Unclear",0.85,"climate_comment_130504",NA
"Neutral/Unclear",0.85,"climate_comment_131787",NA
"Neutral/Unclear",0.85,"climate_comment_131707",NA
"Neutral/Unclear",0.95,"climate_comment_131788",NA
"Climate Believer",0.85,"climate_comment_131643",NA
"Neutral/Unclear",0.85,"climate_comment_131705",NA
"Neutral/Unclear",0.7,"climate_comment_132024",NA
"Neutral/Unclear",0.85,"climate_comment_047891",NA
"Neutral/Unclear",0.95,"climate_comment_116808",NA
"Neutral/Unclear",0.9,"climate_comment_131635",NA
"Neutral/Unclear",0.95,"climate_comment_131636",NA
"Climate Believer",0.85,"climate_comment_131702",NA
"Neutral/Unclear",0.9,"climate_comment_116809",NA
"Neutral/Unclear",0.85,"climate_comment_131597",NA
"Neutral/Unclear",0.85,"climate_comment_047892",NA
"Climate Skeptic",0.85,"climate_comment_130482",NA
"Neutral/Unclear",0.7,"climate_comment_131628",NA
"Neutral/Unclear",0.9,"climate_comment_131782",NA
"Neutral/Unclear",0.9,"climate_comment_047894",NA
"Neutral/Unclear",0.95,"climate_comment_131826",NA
"Neutral/Unclear",0.95,"climate_comment_131785",NA
"Climate Believer",0.9,"climate_comment_131708",NA
"Neutral/Unclear",0.85,"climate_comment_131664",NA
"Neutral/Unclear",0.9,"climate_comment_131633",NA
"Neutral/Unclear",0.85,"climate_comment_131599",NA
"Neutral/Unclear",0.85,"climate_comment_134466",NA
"Neutral/Unclear",0.85,"climate_comment_131676",NA
"Neutral/Unclear",0.95,"climate_comment_131641",NA
"Neutral/Unclear",0.9,"climate_comment_131597",NA
"Neutral/Unclear",0.9,"climate_comment_134034",NA
"Neutral/Unclear",0.85,"climate_comment_132628",NA
"Neutral/Unclear",0.9,"climate_comment_134262",NA
"Neutral/Unclear",0.9,"climate_comment_131638",NA
"Neutral/Unclear",0.85,"climate_comment_048182",NA
"Neutral/Unclear",0.85,"climate_comment_132161",NA
"Neutral/Unclear",0.95,"climate_comment_134839",NA
"Neutral/Unclear",0.85,"climate_comment_133902",NA
"Neutral/Unclear",0.85,"climate_comment_133900",NA
"Neutral/Unclear",0.85,"climate_comment_134169",NA
"Neutral/Unclear",0.85,"climate_comment_281142",NA
"Neutral/Unclear",0.85,"climate_comment_133899",NA
"Neutral/Unclear",0.9,"climate_comment_134718",NA
"Neutral/Unclear",0.9,"climate_comment_134010",NA
"Neutral/Unclear",0.85,"climate_comment_048146",NA
"Neutral/Unclear",0.85,"climate_comment_134866",NA
"Neutral/Unclear",0.95,"climate_comment_281236",NA
"Neutral/Unclear",0.85,"climate_comment_134076",NA
